Periodo,ID,Sector,Campaña,Lider,Fecha Ingreso,FECHA Monitoreo,% NOTA,NOTA,Rango,Estado,Motivo ,Año,Tipo de error ,EA,EG
202207,5026,Reclamos,Reclamos,FC,1/10/2022,7/15/2022,98.00%,98.00,6,Activo,Reclamos,2022,,0,0
202207,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,7/15/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202207,1033,Reclamos,Reclamos,FC,1/10/2022,7/26/2022,95.00%,95.00,6,Activo,Reclamos,2022,,0,0
202207,5158,Reclamos,Reclamos,FC,1/10/2022,7/27/2022,91.46%,91.46,6,Activo,Reclamos,2022,,0,0
202208,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,8/1/2022,53.66%,53.66,2,Activo,Reclamos,2022,,0,0
202208,6185,Marketplace,Reclamos,FC,1/10/2022,8/1/2022,90.00%,90.00,5,Baja,Reclamos,2022,,0,0
202208,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,8/1/2022,94.17%,94.17,6,Activo,Reclamos,2022,,0,0
202208,6235,Reclamos,Reclamos,FC,9/15/2021,8/3/2022,56.25%,56.25,2,Baja,Reclamos,2022,,0,0
202208,5158,Reclamos,Reclamos,FC,1/10/2022,8/4/2022,88.94%,88.94,5,Activo,Reclamos,2022,,0,0
202208,1033,Reclamos,Reclamos,FC,1/10/2022,8/5/2022,86.70%,86.70,5,Activo,Reclamos,2022,,0,0
202208,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,8/5/2022,91.25%,91.25,6,Activo,Reclamos,2022,,0,0
202208,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,8/8/2022,95.24%,95.24,6,Activo,Reclamos,2022,,0,0
202208,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,8/17/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202208,5158,Reclamos,Reclamos,FC,1/10/2022,8/18/2022,49.88%,49.88,1,Activo,Reclamos,2022,,0,0
202208,6235,Reclamos,Reclamos,FC,9/15/2021,8/18/2022,88.24%,88.24,5,Baja,Reclamos,2022,,0,0
202208,1033,Reclamos,Reclamos,FC,1/10/2022,8/18/2022,88.94%,88.94,5,Activo,Reclamos,2022,,0,0
202208,5158,Reclamos,Reclamos,FC,1/10/2022,8/22/2022,87.96%,87.96,5,Activo,Reclamos,2022,,0,0
202208,6185,Marketplace,Reclamos,FC,1/10/2022,8/22/2022,90.00%,90.00,5,Baja,Reclamos,2022,,0,0
202208,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,8/22/2022,95.63%,95.63,6,Activo,Reclamos,2022,,0,0
202208,6235,Reclamos,Reclamos,FC,9/15/2021,8/25/2022,40.68%,40.68,1,Baja,Reclamos,2022,,0,0
202208,1033,Reclamos,Reclamos,FC,1/10/2022,8/26/2022,95.28%,95.28,6,Activo,Reclamos,2022,,0,0
202209,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,9/6/2022,42.44%,42.44,1,Activo,Reclamos,2022,,0,0
202209,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,9/6/2022,63.00%,63.00,2,Activo,Reclamos,2022,,0,0
202209,5158,Reclamos,Reclamos,FC,1/10/2022,9/13/2022,96.22%,96.22,6,Activo,Reclamos,2022,,0,0
202209,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,9/20/2022,91.25%,91.25,6,Activo,Reclamos,2022,,0,0
202209,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,9/20/2022,96.50%,96.50,6,Activo,Reclamos,2022,,0,0
202209,5158,Reclamos,Reclamos,FC,1/10/2022,9/22/2022,0.00%,0.00,1,Activo,Reclamos,2022,,0,0
202209,6185,Marketplace,Reclamos,FC,1/10/2022,9/29/2022,85.13%,85.13,5,Baja,Reclamos,2022,,0,0
202210,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,10/3/2022,93.00%,93.00,6,Activo,Reclamos,2022,,0,0
202210,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,10/3/2022,98.00%,98.00,6,Activo,Reclamos,2022,,0,0
202210,4097,Reclamos,Reclamos,FC,5/9/2022,10/11/2022,83.90%,83.90,4,Activo,Reclamos,2022,,0,0
202210,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,10/17/2022,86.88%,86.88,5,Activo,Reclamos,2022,,0,0
202210,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,10/17/2022,94.50%,94.50,6,Activo,Reclamos,2022,,0,0
202210,4097,Reclamos,Reclamos,FC,5/9/2022,10/21/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202211,5158,Programa de Beneficios,Reclamos,FC,1/10/2022,11/1/2022,58.70%,58.70,2,Activo,Reclamos,2022,,0,0
202211,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,11/1/2022,87.75%,87.75,5,Activo,Reclamos,2022,,0,0
202211,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,11/1/2022,95.53%,95.53,6,Activo,Reclamos,2022,,0,0
202211,4097,Reclamos,Reclamos,FC,5/9/2022,11/3/2022,88.33%,88.33,5,Activo,Reclamos,2022,,0,0
202211,4097,Reclamos,Reclamos,FC,5/9/2022,11/8/2022,52.05%,52.05,2,Activo,Reclamos,2022,,0,0
202211,5158,Programa de Beneficios,Reclamos,FC,1/10/2022,11/10/2022,0.00%,0.00,1,Activo,Reclamos,2022,,0,0
202211,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,11/11/2022,91.25%,91.25,6,Activo,Reclamos,2022,,0,0
202211,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,11/11/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202211,5158,Reclamos,Reclamos,FC,1/10/2022,11/16/2022,94.50%,94.50,6,Activo,Reclamos,2022,,0,0
202211,4097,Reclamos,Reclamos,FC,5/9/2022,11/24/2022,57.44%,57.44,2,Activo,Reclamos,2022,,0,0
202212,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,12/1/2022,95.63%,95.63,6,Activo,Reclamos,2022,,0,0
202212,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,12/1/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202212,1038,Reclamos,Reclamos,FC,1/10/2022,12/6/2022,0.00%,0.00,1,Activo,Reclamos,2022,,0,0
202212,2435,Reclamos,Reclamos,FC,2/21/2022,12/7/2022,80.00%,80.00,3,Baja,Reclamos,2022,,0,0
202212,5158,Reclamos,Reclamos,FC,1/10/2022,12/12/2022,85.13%,85.13,5,Activo,Reclamos,2022,,0,0
202212,4097,Reclamos,Reclamos,FC,5/9/2022,12/14/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202212,2435,Reclamos,Reclamos,FC,2/21/2022,12/16/2022,75.00%,75.00,3,Baja,Reclamos,2022,,0,0
202212,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,12/21/2022,96.50%,96.50,6,Activo,Reclamos,2022,,0,0
202212,5026,Reclamos,Reclamos,FC,1/10/2022,12/23/2022,63.55%,63.55,2,Activo,Reclamos,2022,,0,0
202212,5158,Reclamos,Reclamos,FC,1/10/2022,12/23/2022,95.63%,95.63,6,Activo,Reclamos,2022,,0,0
202212,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,12/23/2022,98.00%,98.00,6,Activo,Reclamos,2022,,0,0
202301,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,1/2/2023,87.25%,87.25,5,Activo,Reclamos,2023,,0,0
202301,5026,Programa de Beneficios,Reclamos,FC,1/10/2022,1/3/2023,97.85%,97.85,6,Activo,Reclamos,2023,,0,0
202301,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,1/3/2023,100.00%,100.00,6,Activo,Reclamos,2023,,0,0
202301,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,1/5/2023,94.17%,94.17,6,Activo,Reclamos,2023,,0,0
202301,5158,Reclamos,Reclamos,FC,1/10/2022,1/6/2023,52.84%,52.84,2,Activo,Reclamos,2023,,0,0
202301,2435,Reclamos,Reclamos,FC,2/21/2022,1/9/2023,85.00%,85.00,5,Baja,Reclamos,2023,,0,0
202301,4097,Reclamos,Reclamos,FC,5/9/2022,1/9/2023,90.55%,90.55,5,Activo,Reclamos,2023,,0,0
202301,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,1/13/2023,87.75%,87.75,5,Activo,Reclamos,2023,,0,0
202301,5026,Reclamos,Reclamos,FC,1/10/2022,1/18/2023,96.50%,96.50,6,Activo,Reclamos,2023,,0,0
202301,4097,Reclamos,Reclamos,FC,5/9/2022,1/20/2023,91.84%,91.84,6,Activo,Reclamos,2023,,0,0
202301,5158,Reclamos,Reclamos,FC,1/10/2022,1/25/2023,88.63%,88.63,5,Activo,Reclamos,2023,,0,0
202302,5026,Reclamos,Reclamos,FC,1/10/2022,2/6/2023,81.33%,81.33,4,Activo,Reclamos,2023,,0,0
202302,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,2/7/2023,100.00%,100.00,6,Activo,Reclamos,2023,,0,0
202302,4097,Reclamos,Reclamos,FC,5/9/2022,2/8/2023,100.00%,100.00,6,Activo,Reclamos,2023,,0,0
202302,5026,Reclamos,Reclamos,FC,1/10/2022,2/22/2023,90.13%,90.13,5,Activo,Reclamos,2023,,0,0
202302,5158,Reclamos,Reclamos,FC,1/10/2022,2/22/2023,95.63%,95.63,6,Activo,Reclamos,2023,,0,0
202302,1038,Programa de Beneficios,Reclamos,FC,1/10/2022,2/24/2023,100.00%,100.00,6,Activo,Reclamos,2023,,0,0
202208,4097,Reclamos,Reclamos,FC,5/9/2022,8/3/2022,93.28%,93.28,6,Activo,Reclamos,2022,,0,0
202208,4097,Reclamos,Reclamos,FC,5/9/2022,8/16/2022,96.50%,96.50,6,Activo,Reclamos,2022,,0,0
202208,4097,Reclamos,Reclamos,FC,5/9/2022,8/24/2022,96.22%,96.22,6,Activo,Reclamos,2022,,0,0
202209,4097,Reclamos,Reclamos,FC,5/9/2022,9/8/2022,45.24%,45.24,1,Activo,Reclamos,2022,,0,0
202209,4097,Reclamos,Reclamos,FC,5/9/2022,9/22/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202209,4097,Reclamos,Reclamos,FC,5/9/2022,9/29/2022,98.00%,98.00,6,Activo,Reclamos,2022,,0,0
202208,5095,Reclamos,Reclamos,GV,5/23/2023,8/4/2022,7.00%,7.00,1,Baja,Reclamos,2022,,0,0
202208,5095,Reclamos,Reclamos,GV,5/23/2023,8/16/2022,38.33%,38.33,1,Baja,Reclamos,2022,,0,0
202208,6471,Reclamos,Reclamos,GV,5/26/2022,8/16/2022,63.95%,63.95,2,Baja,Reclamos,2022,,0,0
202208,2247,Reclamos,Reclamos,GV,1/10/2022,8/16/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202208,6181,Reclamos,Reclamos,GV,1/10/2022,8/18/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202208,2247,Reclamos,Reclamos,GV,1/10/2022,8/23/2022,90.67%,90.67,5,Activo,Reclamos,2022,,0,0
202208,5095,Reclamos,Reclamos,GV,5/23/2023,8/24/2022,63.37%,63.37,2,Baja,Reclamos,2022,,0,0
202208,6181,Reclamos,Reclamos,GV,1/10/2022,8/26/2022,96.50%,96.50,6,Activo,Reclamos,2022,,0,0
202209,2247,Reclamos,Reclamos,GV,1/10/2022,9/7/2022,44.17%,44.17,1,Activo,Reclamos,2022,,0,0
202209,5095,Reclamos,Reclamos,GV,5/23/2023,9/8/2022,94.17%,94.17,6,Baja,Reclamos,2022,,0,0
202209,6181,Reclamos,Reclamos,GV,1/10/2022,9/12/2022,95.28%,95.28,6,Activo,Reclamos,2022,,0,0
202209,6593,Reclamos,Reclamos,GV,7/11/2022,9/13/2022,81.35%,81.35,4,Baja,Reclamos,2022,,0,0
202209,6700,Reclamos,Reclamos,GV,9/15/2021,9/13/2022,87.68%,87.68,5,Baja,Reclamos,2022,,0,0
202209,6471,Reclamos,Reclamos,GV,5/26/2022,9/20/2022,78.63%,78.63,3,Baja,Reclamos,2022,,0,0
202209,2247,Reclamos,Reclamos,GV,1/10/2022,9/21/2022,83.16%,83.16,4,Activo,Reclamos,2022,,0,0
202209,5095,Reclamos,Reclamos,GV,5/23/2023,9/21/2022,86.00%,86.00,5,Baja,Reclamos,2022,,0,0
202209,6700,Reclamos,Reclamos,GV,9/15/2021,9/21/2022,96.50%,96.50,6,Baja,Reclamos,2022,,0,0
202209,6181,Reclamos,Reclamos,GV,1/10/2022,9/23/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202209,6593,Reclamos,Reclamos,GV,7/11/2022,9/27/2022,76.47%,76.47,3,Baja,Reclamos,2022,,0,0
202209,6471,Reclamos,Reclamos,GV,5/26/2022,9/29/2022,90.42%,90.42,5,Baja,Reclamos,2022,,0,0
202209,2247,Reclamos,Reclamos,GV,1/10/2022,9/29/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202210,6471,Reclamos,Reclamos,GV,5/26/2022,10/5/2022,0.00%,0.00,1,Baja,Reclamos,2022,,0,0
202210,5095,Reclamos,Reclamos,GV,5/23/2023,10/6/2022,87.75%,87.75,5,Baja,Reclamos,2022,,0,0
202210,6181,Reclamos,Reclamos,GV,1/10/2022,10/6/2022,92.13%,92.13,6,Activo,Reclamos,2022,,0,0
202210,6700,Reclamos,Reclamos,GV,9/15/2021,10/11/2022,85.13%,85.13,5,Baja,Reclamos,2022,,0,0
202210,6593,Reclamos,Reclamos,GV,7/11/2022,10/11/2022,93.00%,93.00,6,Baja,Reclamos,2022,,0,0
202210,6707,Reclamos,Reclamos,GV,8/23/2022,10/13/2022,67.18%,67.18,2,Baja,Reclamos,2022,,0,0
202210,6707,Reclamos,Reclamos,GV,8/23/2022,10/18/2022,81.95%,81.95,4,Baja,Reclamos,2022,,0,0
202210,6700,Reclamos,Reclamos,GV,9/15/2021,10/20/2022,95.28%,95.28,6,Baja,Reclamos,2022,,0,0
202210,5095,Reclamos,Reclamos,GV,5/23/2023,10/21/2022,46.66%,46.66,1,Baja,Reclamos,2022,,0,0
202210,6593,Reclamos,Reclamos,GV,7/11/2022,10/21/2022,100.00%,100.00,6,Baja,Reclamos,2022,,0,0
202210,6471,Reclamos,Reclamos,GV,5/26/2022,10/24/2022,72.60%,72.60,3,Baja,Reclamos,2022,,0,0
202210,6181,Reclamos,Reclamos,GV,1/10/2022,10/26/2022,94.17%,94.17,6,Activo,Reclamos,2022,,0,0
202210,6471,Reclamos,Reclamos,GV,5/26/2022,10/27/2022,90.24%,90.24,5,Baja,Reclamos,2022,,0,0
202211,5095,Reclamos,Reclamos,GV,5/23/2023,11/3/2022,93.00%,93.00,6,Baja,Reclamos,2022,,0,0
202211,6707,Reclamos,Reclamos,GV,8/23/2022,11/4/2022,79.83%,79.83,3,Baja,Reclamos,2022,,0,0
202211,6700,Reclamos,Reclamos,GV,9/15/2021,11/4/2022,95.28%,95.28,6,Baja,Reclamos,2022,,0,0
202211,6181,Reclamos,Reclamos,GV,1/10/2022,11/7/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202211,6593,Reclamos,Reclamos,GV,7/11/2022,11/8/2022,85.13%,85.13,5,Baja,Reclamos,2022,,0,0
202211,6593,Reclamos,Reclamos,GV,7/11/2022,11/16/2022,58.24%,58.24,2,Baja,Reclamos,2022,,0,0
202211,6181,Reclamos,Reclamos,GV,1/10/2022,11/16/2022,94.17%,94.17,6,Activo,Reclamos,2022,,0,0
202211,6700,Reclamos,Reclamos,GV,9/15/2021,11/17/2022,82.34%,82.34,4,Baja,Reclamos,2022,,0,0
202211,6707,Reclamos,Reclamos,GV,8/23/2022,11/18/2022,51.24%,51.24,2,Baja,Reclamos,2022,,0,0
202211,6593,Reclamos,Reclamos,GV,7/11/2022,11/18/2022,84.74%,84.74,4,Baja,Reclamos,2022,,0,0
202211,5095,Reclamos,Reclamos,GV,5/23/2023,11/22/2022,86.22%,86.22,5,Baja,Reclamos,2022,,0,0
202211,6707,Reclamos,Reclamos,GV,8/23/2022,11/25/2022,95.24%,95.24,6,Baja,Reclamos,2022,,0,0
202212,6700,Reclamos,Reclamos,GV,9/15/2021,12/5/2022,0.00%,0.00,1,Baja,Reclamos,2022,,0,0
202212,6593,Reclamos,Reclamos,GV,7/11/2022,12/12/2022,83.24%,83.24,4,Baja,Reclamos,2022,,0,0
202212,6181,Reclamos,Reclamos,GV,1/10/2022,12/12/2022,100.00%,100.00,6,Activo,Reclamos,2022,,0,0
202212,6707,Reclamos,Reclamos,GV,8/23/2022,12/14/2022,0.00%,0.00,1,Baja,Reclamos,2022,,0,0
202212,5095,Reclamos,Reclamos,GV,5/23/2023,12/14/2022,100.00%,100.00,6,Baja,Reclamos,2022,,0,0
202212,6707,Reclamos,Reclamos,GV,8/23/2022,12/23/2022,63.94%,63.94,2,Baja,Reclamos,2022,,0,0
202212,6700,Reclamos,Reclamos,GV,9/15/2021,12/23/2022,80.00%,80.00,3,Baja,Reclamos,2022,,0,0
202212,5095,Reclamos,Reclamos,GV,5/23/2023,12/28/2022,70.67%,70.67,3,Baja,Reclamos,2022,,0,0
202301,6707,Reclamos,Reclamos,GV,8/23/2022,1/5/2023,70.24%,70.24,3,Baja,Reclamos,2023,,0,0
202301,6593,Reclamos,Reclamos,GV,7/11/2022,1/5/2023,100.00%,100.00,6,Baja,Reclamos,2023,,0,0
202301,6700,Reclamos,Reclamos,GV,9/15/2021,1/6/2023,70.67%,70.67,3,Baja,Reclamos,2023,,0,0
202301,6808,Reclamos,Reclamos,GV,1/1/2023,1/6/2023,90.55%,90.55,5,Baja,Reclamos,2023,,0,0
202301,6181,Reclamos,Reclamos,GV,1/10/2022,1/9/2023,80.00%,80.00,3,Activo,Reclamos,2023,,0,0
202301,6808,Reclamos,Reclamos,GV,1/1/2023,1/18/2023,100.00%,100.00,6,Baja,Reclamos,2023,,0,0
202301,5095,Reclamos,Reclamos,GV,5/23/2023,1/20/2023,68.94%,68.94,2,Baja,Reclamos,2023,,0,0
202301,6181,Reclamos,Reclamos,GV,1/10/2022,1/20/2023,100.00%,100.00,6,Activo,Reclamos,2023,,0,0
202301,6707,Reclamos,Reclamos,GV,8/23/2022,1/24/2023,86.92%,86.92,5,Baja,Reclamos,2023,,0,0
202301,6700,Reclamos,Reclamos,GV,9/15/2021,1/24/2023,96.50%,96.50,6,Baja,Reclamos,2023,,0,0
202301,5095,Reclamos,Reclamos,GV,5/23/2023,1/27/2023,89.22%,89.22,5,Baja,Reclamos,2023,,0,0
202302,6700,Reclamos,Reclamos,GV,9/15/2021,2/1/2023,95.28%,95.28,6,Baja,Reclamos,2023,,0,0
202302,6808,Reclamos,Reclamos,GV,1/1/2023,2/3/2023,90.72%,90.72,5,Baja,Reclamos,2023,,0,0
202302,6593,Reclamos,Reclamos,GV,7/11/2022,2/6/2023,87.96%,87.96,5,Baja,Reclamos,2023,,0,0
202302,6707,Reclamos,Reclamos,GV,8/23/2022,2/7/2023,91.00%,91.00,6,Baja,Reclamos,2023,,0,0
202302,5095,Reclamos,Reclamos,GV,5/23/2023,2/8/2023,49.88%,49.88,1,Baja,Reclamos,2023,,0,0
202302,6181,Reclamos,Reclamos,GV,1/10/2022,2/10/2023,96.50%,96.50,6,Activo,Reclamos,2023,,0,0
202302,5095,Reclamos,Reclamos,GV,5/23/2023,2/17/2023,93.00%,93.00,6,Baja,Reclamos,2023,,0,0
202302,6707,Reclamos,Reclamos,GV,8/23/2022,2/24/2023,90.63%,90.63,5,Baja,Reclamos,2023,,0,0
202302,6808,Reclamos,Reclamos,GV,1/1/2023,2/24/2023,95.76%,95.76,6,Baja,Reclamos,2023,,0,0
202209,2484,Reclamos,Reclamos,JS,6/29/2022,9/7/2022,83.63%,83.63,4,Baja,Reclamos,2022,,0,0
202209,5074,Reclamos,Reclamos,JS,5/23/2023,9/14/2022,85.67%,85.67,5,Baja,Reclamos,2022,,0,0
202209,2484,Reclamos,Reclamos,JS,6/29/2022,9/20/2022,75.40%,75.40,3,Baja,Reclamos,2022,,0,0
202209,5074,Reclamos,Reclamos,JS,5/23/2023,9/21/2022,94.17%,94.17,6,Baja,Reclamos,2022,,0,0
202210,2484,Reclamos,Reclamos,JS,6/29/2022,10/5/2022,84.85%,84.85,4,Baja,Reclamos,2022,,0,0
202210,2484,Reclamos,Reclamos,JS,6/29/2022,10/19/2022,0.00%,0.00,1,Baja,Reclamos,2022,,0,0
202210,2484,Reclamos,Reclamos,JS,6/29/2022,10/28/2022,0.00%,0.00,1,Baja,Reclamos,2022,,0,0
202301,6814,Reclamos,Reclamos,JS,1/1/2023,1/5/2023,74.10%,74.10,3,Baja,Reclamos,2023,,0,0
202301,6804,Reclamos,Reclamos,JS,1/1/2023,1/10/2023,82.05%,82.05,4,Activo,Reclamos,2023,,0,0
202301,6814,Reclamos,Reclamos,JS,1/1/2023,1/23/2023,0.00%,0.00,1,Baja,Reclamos,2023,,0,0
202301,6804,Reclamos,Reclamos,JS,1/1/2023,1/23/2023,56.78%,56.78,2,Activo,Reclamos,2023,,0,0
202302,6814,Reclamos,Reclamos,JS,1/1/2023,2/7/2023,62.38%,62.38,2,Baja,Reclamos,2023,,0,0
202302,6804,Reclamos,Reclamos,JS,1/1/2023,2/8/2023,83.28%,83.28,4,Activo,Reclamos,2023,,0,0
202302,6804,Reclamos,Reclamos,JS,1/1/2023,2/22/2023,78.55%,78.55,3,Activo,Reclamos,2023,,0,0
202302,6814,Reclamos,Reclamos,JS,1/1/2023,2/24/2023,72.88%,72.88,3,Baja,Reclamos,2023,,0,0
202303,6814,Reclamos,Reclamos,JS,1/1/2023,3/3/2023,81.38%,81.38,4,Baja,Reclamos,2023,,0,0
202303,6804,Reclamos,Reclamos,JS,1/1/2023,3/6/2023,83.28%,83.28,4,Activo,Reclamos,2023,,0,0
202303,6814,Reclamos,Reclamos,JS,1/1/2023,3/15/2023,96.50%,96.50,6,Baja,Reclamos,2023,,0,0
202303,6804,Reclamos,Reclamos,JS,1/1/2023,3/16/2023,87.05%,87.05,5,Activo,Reclamos,2023,,0,0
202303,2327,Programa de Beneficios,Reclamos,JS,1/10/2022,3/22/2023,84.78%,84.78,4,Activo,Reclamos,2023,,0,0
202303,2327,Reclamos,Reclamos,JS,1/10/2022,3/27/2023,80.40%,80.40,4,Activo,Reclamos,2023,,0,0
202304,6804,Reclamos,Reclamos,JS,1/1/2023,4/4/2023,86.70%,86.70,5,Activo,Reclamos,2023,,0,0
202304,2327,Reclamos,Reclamos,JS,1/10/2022,4/13/2023,0.00%,0.00,1,Activo,Reclamos,2023,,0,0
202304,6804,Reclamos,Reclamos,JS,1/1/2023,4/21/2023,56.50%,56.50,2,Activo,Reclamos,2023,,0,0
202304,2327,Reclamos,Reclamos,JS,1/10/2022,4/21/2023,89.50%,89.50,5,Activo,Reclamos,2023,,0,0
202305,6804,Reclamos,Reclamos,JS,1/1/2023,5/3/2023,96.22%,96.22,6,Activo,Reclamos,2023,,0,0
202305,6804,Reclamos,Reclamos,JS,1/1/2023,5/16/2023,42.33%,42.33,1,Activo,Reclamos,2023,,0,0
202305,6804,Reclamos,Reclamos,JS,1/1/2023,5/29/2023,87.05%,87.05,5,Activo,Reclamos,2023,,0,0
202306,6804,Reclamos,Reclamos,JS,1/1/2023,6/5/2023,97.85%,97.85,6,Activo,Reclamos,2023,,0,0
202306,8028,Reclamos,Reclamos,JS,5/8/2023,6/8/2023,41.90%,41.90,1,Activo,Reclamos,2023,,0,0
202306,8042,Reclamos,Reclamos,JS,5/17/2023,6/8/2023,66.33%,66.33,2,Baja,Reclamos,2023,,0,0
202306,8048,Reclamos,Reclamos,JS,5/17/2023,6/9/2023,67.90%,67.90,2,Baja,Reclamos,2023,,0,0
202306,6804,Reclamos,Reclamos,JS,1/1/2023,6/15/2023,86.08%,86.08,5,Activo,Reclamos,2023,,0,0
202306,8028,Reclamos,Reclamos,JS,5/8/2023,6/22/2023,76.63%,76.63,3,Activo,Reclamos,2023,,0,0
202306,8042,Reclamos,Reclamos,JS,5/17/2023,6/22/2023,82.33%,82.33,4,Baja,Reclamos,2023,,0,0
202306,8048,Reclamos,Reclamos,JS,5/17/2023,6/26/2023,38.12%,38.12,1,Baja,Reclamos,2023,,0,0
202306,8028,Reclamos,Reclamos,JS,5/8/2023,6/27/2023,35.18%,35.18,1,Activo,Reclamos,2023,,0,0
202306,8048,Reclamos,Reclamos,JS,5/17/2023,6/29/2023,69.38%,69.38,2,Baja,Reclamos,2023,,0,0
202307,8028,Reclamos,Reclamos,JS,5/8/2023,7/5/2023,72.34%,72.34,3,Activo,Reclamos,2023,,0,0
202307,8048,Reclamos,Reclamos,JS,5/17/2023,7/10/2023,78.33%,78.33,3,Baja,Reclamos,2023,,0,0
202307,6804,Reclamos,Reclamos,JS,1/1/2023,7/11/2023,50.55%,50.55,2,Activo,Reclamos,2023,,0,0
202307,8042,Reclamos,Reclamos,JS,5/17/2023,7/11/2023,83.94%,83.94,4,Baja,Reclamos,2023,,0,0
202307,6804,Reclamos,Reclamos,JS,1/1/2023,7/19/2023,82.05%,82.05,4,Activo,Reclamos,2023,,0,0
202307,8028,Reclamos,Reclamos,JS,5/8/2023,7/21/2023,77.00%,77.00,3,Activo,Reclamos,2023,,0,0
202307,8048,Reclamos,Reclamos,JS,5/17/2023,7/24/2023,79.38%,79.38,3,Baja,Reclamos,2023,,0,0
202307,6804,Reclamos,Reclamos,JS,1/1/2023,7/27/2023,55.20%,55.20,2,Activo,Reclamos,2023,,0,0
202307,6804,Reclamos,Reclamos,JS,1/1/2023,7/28/2023,76.38%,76.38,3,Activo,Reclamos,2023,,0,0
202308,8028,Reclamos,Reclamos,JS,5/8/2023,8/2/2023,48.63%,48.63,1,Activo,Reclamos,2023,,0,0
202308,8069,Reclamos,Reclamos,JS,7/5/2023,8/3/2023,37.40%,37.40,1,Baja,Reclamos,2023,,0,0
202308,8048,Reclamos,Reclamos,JS,5/17/2023,8/4/2023,0.00%,0.00,1,Baja,Reclamos,2023,Corte abrupto,1,0
202308,6804,Reclamos,Reclamos,JS,1/1/2023,8/4/2023,78.81%,78.81,3,Activo,Reclamos,2023,,0,0
202308,8070,Reclamos,Reclamos,JS,9/15/2021,8/8/2023,76.90%,76.90,3,Activo,Reclamos,2023,,0,0
202308,8028,Reclamos,Reclamos,JS,5/8/2023,8/11/2023,88.04%,88.04,5,Activo,Reclamos,2023,,0,0
202308,8070,Reclamos,Reclamos,JS,9/15/2021,8/15/2023,65.50%,65.50,2,Activo,Reclamos,2023,,0,0
202308,8048,Reclamos,Reclamos,JS,5/17/2023,8/15/2023,86.67%,86.67,5,Baja,Reclamos,2023,,0,0
202308,6804,Reclamos,Reclamos,JS,1/1/2023,8/16/2023,80.83%,80.83,4,Activo,Reclamos,2023,,0,0
202308,6804,Reclamos,Reclamos,JS,1/1/2023,8/25/2023,60.76%,60.76,2,Activo,Reclamos,2023,,0,0
202308,8048,Reclamos,Reclamos,JS,5/17/2023,8/28/2023,57.72%,57.72,2,Baja,Reclamos,2023,,0,0
202309,8028,Reclamos,Reclamos,JS,5/8/2023,9/8/2023,96.50%,96.50,6,Activo,Reclamos,2023,,0,0
202309,8078,Reclamos,Reclamos,JS,8/2/2023,9/11/2023,59.97%,59.97,2,Activo,Reclamos,2023,,0,0
202309,8070,Reclamos,Reclamos,JS,9/15/2021,9/11/2023,83.90%,83.90,4,Activo,Reclamos,2023,,0,0
202309,8048,Reclamos,Reclamos,JS,5/17/2023,9/11/2023,85.05%,85.05,5,Baja,Reclamos,2023,,0,0
202309,8047,Reclamos,Reclamos,JS,5/17/2023,9/14/2023,81.67%,81.67,4,Activo,Reclamos,2023,,0,0
